# Constructed from biom file
#OTU ID	RSG.MB4	UNKG.MB2	LSG.MB6	LSG.MB9	EPRC.MB16	UNKG.MB31	LSG.MB20	LSG.MB7	LSG.MB4	UNKG.MB21	LSG.MB14	UNKG.MB32	EPRC.MB13	RSG.MB2	UNKG.MB6	LSG.MB10	UNKG.MB8	UNKG.MB14	LSG.MB16	LSG.MB8	EPRC.MB9	RSG.MB1	LSG.MB12	LSG.MB15	UNKG.MB35	UNKG.MB17	LSG.MB2	RSG.MB6	PZ.MB7	UNKG.MB27	UNKG.MB4	RSG.MB3	LSG.MB1	UNKG.MB28	EPRC.MB2	SZ.MB8	SZ.MB7	EPRC.MB14	PZ.MB4	UNKG.MB38	SZ.MB11	PZ.MB1	UNKG.MB25	EPRC.MB15	SZ.MB6	EPRC.MB17	EPRC.MB18	EPRC.MB8	EPRC.MB12	EPRC.MB4	PZ.MB9	UNKG.MB11	SZ.MB3	PZ.MB10	PZ.MB2	UNKG.MB12	UNKG.MB5	PZ.MB3	PZ.MB12	UNKG.MB18	EPRC.MB11	SZ.MB5	EPRC.MB3	UNKG.MB36	UNKG.MB37	UNKG.MB33	UNKG.MB15	SZ.MB1	UNKG.MB26	EPRC.MB7	LSG.MB5	UNKG.MB23	UNKG.MB1	UNKG.MB16	UNKG.MB34	RSG.MB5	UNKG.MB20	UNKG.MB19	UNKG.MB10	UNKG.MB24	PZ.MB6	LFG.MB1	UNKG.MB13	EPRC.MB1	LSG.MB17	PZ.MB8	LSG.MB11	EPRC.MB10	UNKG.MB7	PZ.MB5	LSG.MB3	SZ.MB14	PZ.MB11	EPRC.MB5	SZ.MB13	UNKG.MB30	UNKG.MB3	RSG.MB7	LSG.MB19	SZ.MB2	LSG.MB18	UNKG.MB9	UNKG.MB22	LSG.MB13	UNKG.MB29	SZ.MB4	SZ.MB10	SZ.MB15	SZ.MB12	EPRC.MB6	SZ.MB9	KEGG_Pathways
Drug metabolism - cytochrome P450	8859.0	12728.0	24545.0	8217.0	17256.0	6463.0	12989.0	13608.0	21130.0	7096.0	6326.0	7188.0	31750.0	17039.0	10947.0	10298.0	13579.0	15230.0	6873.0	7759.0	28632.0	22394.0	9287.0	6125.0	7649.0	9649.0	12070.0	21289.0	6196.0	6530.0	12738.0	11818.0	7661.0	6478.0	24728.0	21790.0	5017.0	14101.0	3789.0	14306.0	5702.0	4214.0	11738.0	21115.0	15735.0	21718.0	49443.0	26288.0	34494.0	31329.0	5112.0	5284.0	7301.0	4530.0	3756.0	14224.0	12576.0	3821.0	4773.0	9593.0	26232.0	23182.0	16227.0	6303.0	9833.0	5283.0	9472.0	10127.0	4446.0	38480.0	9927.0	6121.0	8635.0	7571.0	5887.0	13596.0	5105.0	19674.0	5253.0	4749.0	2937.0	10862.0	10939.0	23296.0	8542.0	3370.0	5733.0	34098.0	11223.0	3881.0	22050.0	9186.0	6918.0	47060.0	17931.0	6986.0	10009.0	21128.0	27872.0	14481.0	8479.0	6529.0	10068.0	8158.0	12504.0	7399.0	18643.0	3340.0	19122.0	12773.0	4636.0	Metabolism; Xenobiotics Biodegradation and Metabolism; Drug metabolism - cytochrome P450
Drug metabolism - other enzymes	145024.0	172376.0	214740.0	189083.0	115038.0	120088.0	119504.0	161534.0	157390.0	149439.0	135885.0	168003.0	104873.0	161438.0	157725.0	152968.0	163762.0	141325.0	160541.0	168310.0	116633.0	132973.0	169429.0	133298.0	145181.0	172168.0	181295.0	172609.0	142766.0	141320.0	157673.0	168716.0	124267.0	156367.0	156479.0	170919.0	153223.0	136914.0	121917.0	123149.0	148715.0	205065.0	169338.0	114096.0	150585.0	142826.0	123829.0	106565.0	99073.0	182649.0	139957.0	109768.0	143863.0	131225.0	141942.0	181398.0	188170.0	159019.0	143202.0	154363.0	123413.0	169930.0	144160.0	134108.0	176506.0	129208.0	137055.0	125562.0	107640.0	138507.0	132165.0	95257.0	146389.0	170367.0	135832.0	111191.0	112576.0	126040.0	118382.0	110766.0	131506.0	153894.0	145683.0	151925.0	160940.0	148182.0	185080.0	151111.0	150215.0	130969.0	111969.0	156171.0	126340.0	128887.0	177589.0	148114.0	180855.0	145800.0	151943.0	146724.0	137869.0	134150.0	137093.0	148668.0	125066.0	170040.0	149737.0	81048.0	120071.0	128498.0	120916.0	Metabolism; Xenobiotics Biodegradation and Metabolism; Drug metabolism - other enzymes
ECM-receptor interaction	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Environmental Information Processing; Signaling Molecules and Interaction; ECM-receptor interaction
Electron transfer carriers	13629.0	16716.0	22016.0	13755.0	15801.0	10628.0	10762.0	17757.0	19885.0	12699.0	14076.0	16421.0	12428.0	16769.0	16217.0	12009.0	16570.0	14290.0	16511.0	13965.0	10553.0	12675.0	9610.0	13800.0	11717.0	16039.0	14940.0	16832.0	12498.0	13327.0	16367.0	14949.0	14254.0	14296.0	14019.0	15123.0	8001.0	8713.0	9865.0	12155.0	7211.0	12338.0	14761.0	14052.0	14768.0	9287.0	12667.0	11328.0	12846.0	11999.0	12574.0	12083.0	8376.0	9218.0	8891.0	23510.0	13647.0	8886.0	8792.0	14644.0	5345.0	17340.0	13484.0	11544.0	16202.0	11205.0	15350.0	11255.0	10530.0	17850.0	15843.0	9305.0	18225.0	20706.0	12495.0	8954.0	10117.0	13967.0	10651.0	9905.0	8833.0	15345.0	20716.0	10249.0	16115.0	8882.0	15510.0	11238.0	14494.0	11867.0	13200.0	7910.0	11113.0	13172.0	16973.0	13266.0	13996.0	14671.0	14580.0	12510.0	14656.0	11740.0	13475.0	19382.0	10721.0	8210.0	12021.0	4120.0	12365.0	9478.0	8514.0	Unclassified; Cellular Processes and Signaling; Electron transfer carriers
Endocrine and other factor-regulated calcium reabsorption	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Organismal Systems; Excretory System; Endocrine and other factor-regulated calcium reabsorption
Endocytosis	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	24.0	0.0	0.0	0.0	104.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	Cellular Processes; Transport and Catabolism; Endocytosis
Energy metabolism	422888.0	499018.0	613938.0	545424.0	329350.0	345298.0	349134.0	460919.0	475955.0	424642.0	395494.0	495240.0	368977.0	478443.0	474940.0	427553.0	474836.0	413269.0	470006.0	492331.0	340561.0	409665.0	447020.0	391425.0	415564.0	485609.0	520534.0	502986.0	411708.0	412911.0	461122.0	479041.0	372423.0	459465.0	469253.0	498726.0	421776.0	372059.0	353957.0	385084.0	409471.0	557116.0	480802.0	346765.0	425133.0	381292.0	386147.0	324571.0	355423.0	587025.0	397918.0	325348.0	409104.0	379966.0	415226.0	537811.0	522780.0	482599.0	426377.0	447086.0	373435.0	473891.0	412417.0	384411.0	519271.0	368618.0	409699.0	362454.0	316559.0	448362.0	401305.0	272099.0	425733.0	500331.0	395621.0	324408.0	321588.0	390171.0	334334.0	321010.0	399501.0	461762.0	436136.0	466512.0	468603.0	444183.0	528605.0	502976.0	434018.0	383538.0	352961.0	439874.0	351982.0	473859.0	499241.0	428446.0	525751.0	437557.0	468446.0	404619.0	405718.0	387188.0	402632.0	427604.0	391712.0	466936.0	420040.0	223805.0	354020.0	378142.0	346838.0	Unclassified; Metabolism; Energy metabolism
Epithelial cell signaling in Helicobacter pylori infection	47788.0	58179.0	77029.0	61435.0	36339.0	36698.0	37418.0	52681.0	52680.0	45374.0	42183.0	52324.0	36126.0	54657.0	53864.0	48867.0	56154.0	44049.0	49674.0	54718.0	41175.0	45502.0	52943.0	41475.0	46219.0	53505.0	60290.0	58150.0	46649.0	42655.0	51538.0	53022.0	39522.0	49280.0	49710.0	53218.0	45938.0	38269.0	37568.0	41814.0	45035.0	74252.0	53890.0	36212.0	44795.0	35594.0	42320.0	36450.0	34769.0	63644.0	45439.0	34015.0	52528.0	40484.0	44443.0	58035.0	64313.0	49087.0	43405.0	47892.0	35240.0	52094.0	43715.0	39731.0	57039.0	38736.0	42672.0	36167.0	34138.0	50379.0	41302.0	29143.0	46360.0	54349.0	42662.0	34708.0	33115.0	42334.0	37153.0	33555.0	40888.0	48693.0	46919.0	51019.0	50932.0	46519.0	56055.0	52449.0	48206.0	41012.0	37677.0	46198.0	39018.0	51416.0	54136.0	45231.0	60536.0	50266.0	51033.0	42594.0	43044.0	42748.0	42771.0	46809.0	40077.0	71905.0	48482.0	24649.0	38631.0	40919.0	35964.0	Human Diseases; Infectious Diseases; Epithelial cell signaling in Helicobacter pylori infection
ErbB signaling pathway	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Environmental Information Processing; Signal Transduction; ErbB signaling pathway
Ether lipid metabolism	1033.0	1304.0	1936.0	1311.0	478.0	415.0	550.0	1943.0	1109.0	880.0	799.0	635.0	403.0	1578.0	1529.0	703.0	869.0	751.0	821.0	765.0	264.0	1178.0	1394.0	712.0	654.0	1020.0	1419.0	820.0	173.0	702.0	1540.0	1937.0	570.0	613.0	729.0	414.0	652.0	756.0	272.0	704.0	696.0	370.0	1086.0	435.0	420.0	380.0	912.0	113.0	421.0	951.0	198.0	290.0	223.0	279.0	250.0	833.0	3127.0	206.0	399.0	750.0	525.0	377.0	342.0	416.0	682.0	476.0	423.0	257.0	615.0	473.0	553.0	486.0	928.0	735.0	317.0	437.0	456.0	596.0	730.0	526.0	120.0	591.0	706.0	583.0	1265.0	156.0	840.0	373.0	1175.0	201.0	542.0	249.0	311.0	1193.0	523.0	752.0	1326.0	351.0	376.0	303.0	784.0	770.0	696.0	1059.0	563.0	170.0	263.0	157.0	243.0	377.0	175.0	Metabolism; Lipid Metabolism; Ether lipid metabolism
Ethylbenzene degradation	16754.0	22373.0	28404.0	23066.0	17137.0	18485.0	15001.0	15285.0	23068.0	17538.0	17541.0	21306.0	17949.0	19965.0	16890.0	20301.0	22453.0	22245.0	20400.0	22937.0	15819.0	16780.0	11402.0	16962.0	18677.0	18275.0	19953.0	28089.0	13824.0	20561.0	18381.0	15169.0	14202.0	17811.0	20818.0	33379.0	17313.0	20771.0	11149.0	17239.0	18275.0	12146.0	16498.0	16429.0	25599.0	21203.0	20544.0	25945.0	17628.0	24723.0	12497.0	15837.0	21059.0	13337.0	16355.0	28154.0	16979.0	17842.0	15815.0	18435.0	18804.0	33693.0	25458.0	20000.0	19913.0	17502.0	21065.0	18315.0	13510.0	25016.0	21171.0	11133.0	16360.0	20035.0	17605.0	15005.0	16235.0	16743.0	14380.0	12730.0	13330.0	19571.0	23062.0	22239.0	17825.0	15098.0	20008.0	25567.0	18181.0	10584.0	16023.0	23105.0	13149.0	24923.0	28768.0	20237.0	17453.0	24794.0	22203.0	24333.0	16914.0	15437.0	18760.0	16152.0	20209.0	17428.0	25174.0	9547.0	26237.0	15539.0	15546.0	Metabolism; Xenobiotics Biodegradation and Metabolism; Ethylbenzene degradation
Fat digestion and absorption	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Organismal Systems; Digestive System; Fat digestion and absorption
Fatty acid biosynthesis	245438.0	301164.0	398927.0	315279.0	207913.0	201614.0	207210.0	273940.0	280353.0	243974.0	222616.0	276450.0	222491.0	283575.0	271320.0	264200.0	286899.0	246305.0	260790.0	281562.0	201936.0	247703.0	274435.0	217694.0	242200.0	290687.0	307223.0	315215.0	242101.0	233712.0	269664.0	279673.0	211654.0	256318.0	283930.0	307058.0	244652.0	207110.0	185813.0	230135.0	233203.0	427249.0	282981.0	200944.0	257354.0	217439.0	246435.0	220603.0	216879.0	353043.0	233519.0	183114.0	296313.0	202741.0	229652.0	315542.0	318014.0	235425.0	208529.0	256434.0	221774.0	302608.0	250736.0	219818.0	293596.0	207233.0	233477.0	206138.0	174380.0	278611.0	230006.0	153372.0	246537.0	285023.0	226233.0	187808.0	181592.0	226766.0	195129.0	177065.0	192016.0	265906.0	254785.0	284746.0	265431.0	226435.0	295375.0	314057.0	258982.0	207958.0	211039.0	255016.0	196024.0	301027.0	305496.0	246793.0	299966.0	276657.0	292175.0	245422.0	230668.0	224023.0	231011.0	244521.0	226961.0	478852.0	270056.0	127587.0	225035.0	208810.0	186903.0	Metabolism; Lipid Metabolism; Fatty acid biosynthesis
Fatty acid elongation in mitochondria	614.0	27.0	6.0	82.0	302.0	2.0	4.0	1.0	2.0	6.0	1.0	50.0	6110.0	8.0	842.0	61.0	44.0	187.0	0.0	22.0	0.0	1927.0	5.0	0.0	24.0	0.0	36.0	10.0	160.0	2.0	178.0	20.0	455.0	0.0	3168.0	52.0	19.0	13.0	44.0	2848.0	218.0	2.0	1.0	1484.0	72.0	3718.0	2994.0	2166.0	6152.0	6212.0	8.0	374.0	7.0	2.0	8.0	10.0	6.0	8.0	46.0	0.0	6444.0	6.0	142.0	156.0	236.0	0.0	957.0	7.0	0.0	2955.0	2.0	6.0	2.0	234.0	0.0	1352.0	0.0	869.0	2.0	4.0	1.0	1068.0	5.0	4118.0	0.0	1.0	16.0	8410.0	378.0	24.0	1315.0	43.0	1.0	10934.0	270.0	121.0	350.0	1465.0	1526.0	12.0	1.0	320.0	0.0	2.0	2554.0	4.0	272.0	184.0	26.0	2448.0	39.0	Metabolism; Lipid Metabolism; Fatty acid elongation in mitochondria
Fatty acid metabolism	104747.0	124578.0	158895.0	132417.0	92200.0	87061.0	92291.0	117857.0	132944.0	105187.0	96262.0	120230.0	120724.0	122922.0	114715.0	111760.0	120279.0	110245.0	115069.0	119002.0	93666.0	119688.0	110567.0	96216.0	103602.0	121362.0	129368.0	126482.0	97959.0	105380.0	113865.0	121988.0	93005.0	111857.0	127940.0	125779.0	98380.0	101146.0	81971.0	103626.0	97547.0	132072.0	120862.0	97032.0	107355.0	110923.0	142660.0	103082.0	120270.0	147248.0	93907.0	80549.0	96543.0	81906.0	86811.0	135581.0	129238.0	95495.0	87981.0	107128.0	113795.0	124251.0	104321.0	96087.0	127405.0	91055.0	104461.0	95569.0	77517.0	130796.0	102452.0	68445.0	100454.0	122471.0	97114.0	88864.0	79967.0	110527.0	82282.0	78949.0	81392.0	117637.0	109439.0	127537.0	115428.0	91212.0	127558.0	153702.0	109462.0	89925.0	107333.0	102416.0	80878.0	149610.0	120374.0	105555.0	119962.0	119623.0	136450.0	105776.0	100536.0	95959.0	102144.0	105398.0	103859.0	116723.0	106090.0	53234.0	91776.0	104738.0	82346.0	Metabolism; Lipid Metabolism; Fatty acid metabolism
Fc epsilon RI signaling pathway	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Organismal Systems; Immune System; Fc epsilon RI signaling pathway
Fc gamma R-mediated phagocytosis	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	24.0	0.0	0.0	0.0	104.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	Organismal Systems; Immune System; Fc gamma R-mediated phagocytosis
Flagellar assembly	270723.0	294276.0	268906.0	351184.0	119653.0	203542.0	246974.0	254962.0	264584.0	300893.0	281952.0	396889.0	166219.0	289102.0	335056.0	234342.0	294201.0	242309.0	359104.0	319553.0	239946.0	238232.0	240924.0	295500.0	293748.0	322719.0	336836.0	273485.0	309264.0	307246.0	305094.0	308361.0	271359.0	354643.0	241368.0	214074.0	248569.0	301041.0	265225.0	210666.0	223204.0	373803.0	313400.0	233920.0	270344.0	127871.0	150452.0	159550.0	143922.0	350950.0	315648.0	204550.0	302280.0	243905.0	241381.0	308661.0	242842.0	260175.0	247363.0	324664.0	127322.0	226993.0	258159.0	240334.0	407999.0	263645.0	251819.0	269774.0	229595.0	234494.0	270485.0	188242.0	298217.0	343473.0	313151.0	179581.0	218432.0	274404.0	188812.0	249532.0	248427.0	334835.0	234699.0	257282.0	340497.0	260143.0	425203.0	214341.0	244990.0	314061.0	225329.0	298585.0	235021.0	122858.0	317727.0	284250.0	396489.0	251036.0	258466.0	244044.0	291863.0	238987.0	289835.0	281837.0	248521.0	219014.0	192359.0	141796.0	133487.0	211037.0	267076.0	Cellular Processes; Cell Motility; Flagellar assembly
Flavone and flavonol biosynthesis	1824.0	1900.0	1631.0	2548.0	1767.0	562.0	853.0	1498.0	455.0	998.0	1442.0	2062.0	823.0	2492.0	3429.0	1618.0	1960.0	721.0	1632.0	2409.0	5884.0	536.0	1692.0	1329.0	1093.0	483.0	1378.0	2470.0	385.0	310.0	1568.0	1059.0	987.0	1897.0	1774.0	1557.0	1726.0	1889.0	396.0	398.0	1198.0	1064.0	1462.0	3342.0	2045.0	676.0	599.0	431.0	681.0	5303.0	577.0	583.0	985.0	142.0	556.0	1257.0	2665.0	143.0	577.0	2273.0	353.0	1094.0	1856.0	654.0	2182.0	913.0	757.0	888.0	569.0	5361.0	398.0	608.0	1977.0	1413.0	1152.0	1089.0	817.0	972.0	806.0	715.0	110.0	377.0	846.0	2670.0	1409.0	175.0	1722.0	1348.0	568.0	599.0	463.0	1118.0	787.0	2052.0	3207.0	927.0	4945.0	1153.0	630.0	1200.0	960.0	487.0	1437.0	1898.0	810.0	1051.0	574.0	524.0	857.0	466.0	976.0	Metabolism; Biosynthesis of Other Secondary Metabolites; Flavone and flavonol biosynthesis
Flavonoid biosynthesis	3163.0	5743.0	10277.0	3784.0	7382.0	3112.0	5282.0	4331.0	7515.0	2937.0	2393.0	2695.0	10685.0	7251.0	3819.0	3854.0	6046.0	5381.0	2760.0	3306.0	10706.0	7955.0	2184.0	2440.0	2996.0	3211.0	4284.0	9839.0	1952.0	1825.0	4028.0	3576.0	3152.0	2863.0	7442.0	11731.0	2851.0	4299.0	1058.0	4597.0	2846.0	1197.0	4425.0	6805.0	7382.0	8231.0	17175.0	11114.0	11530.0	10647.0	2001.0	2078.0	4182.0	1207.0	3487.0	6439.0	4617.0	1285.0	1040.0	4122.0	9577.0	11076.0	7318.0	2904.0	2807.0	1770.0	3398.0	4316.0	1286.0	15541.0	4016.0	2174.0	2450.0	3119.0	2615.0	4700.0	1976.0	6855.0	1690.0	1694.0	1189.0	4007.0	4974.0	8615.0	2814.0	874.0	2323.0	11930.0	4094.0	1363.0	8084.0	4564.0	2434.0	15755.0	7988.0	2602.0	3607.0	8892.0	12165.0	6283.0	2658.0	2748.0	3680.0	3192.0	4488.0	4306.0	8199.0	1287.0	9753.0	4035.0	1756.0	Metabolism; Biosynthesis of Other Secondary Metabolites; Flavonoid biosynthesis
Fluorobenzoate degradation	1416.0	162.0	197.0	215.0	2965.0	451.0	2069.0	1766.0	3505.0	314.0	288.0	492.0	14822.0	1420.0	1828.0	698.0	305.0	2348.0	244.0	347.0	5326.0	6288.0	1228.0	285.0	229.0	609.0	429.0	394.0	502.0	263.0	653.0	1211.0	1505.0	323.0	8280.0	445.0	75.0	1630.0	130.0	5778.0	490.0	13.0	1359.0	6075.0	243.0	8405.0	14680.0	4998.0	15524.0	13093.0	33.0	901.0	45.0	96.0	40.0	589.0	145.0	148.0	230.0	986.0	13817.0	163.0	559.0	633.0	739.0	316.0	2275.0	341.0	84.0	10740.0	902.0	601.0	282.0	832.0	61.0	4232.0	181.0	4722.0	103.0	308.0	74.0	2276.0	463.0	9120.0	461.0	104.0	370.0	17498.0	1153.0	81.0	6103.0	129.0	52.0	22868.0	460.0	389.0	899.0	3266.0	7198.0	386.0	649.0	740.0	1303.0	593.0	5159.0	42.0	576.0	324.0	211.0	5197.0	131.0	Metabolism; Xenobiotics Biodegradation and Metabolism; Fluorobenzoate degradation
Focal adhesion	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Cellular Processes; Cell Communication; Focal adhesion
Folate biosynthesis	159010.0	185049.0	259630.0	212829.0	128345.0	121068.0	137289.0	191147.0	178291.0	161592.0	144879.0	177147.0	187294.0	189962.0	182427.0	169103.0	171123.0	153012.0	168086.0	179192.0	148837.0	179232.0	220625.0	141092.0	149093.0	193583.0	208561.0	183115.0	152923.0	139517.0	175114.0	204596.0	145542.0	175194.0	218895.0	182708.0	169766.0	129547.0	136028.0	157616.0	165290.0	203737.0	203785.0	145321.0	147571.0	172345.0	200089.0	130486.0	185054.0	265725.0	146939.0	113976.0	130026.0	143895.0	163975.0	191923.0	224826.0	188357.0	163605.0	168531.0	180355.0	165439.0	143764.0	139964.0	193282.0	132443.0	143919.0	128408.0	112523.0	198453.0	135173.0	100875.0	151001.0	193323.0	139730.0	126813.0	112326.0	156894.0	126073.0	117815.0	157641.0	175408.0	154004.0	206499.0	178957.0	171451.0	200456.0	253067.0	170801.0	147370.0	148528.0	154303.0	136333.0	251819.0	176209.0	156321.0	202886.0	165065.0	209880.0	144039.0	145885.0	148429.0	144777.0	165272.0	153974.0	147448.0	160296.0	87168.0	126608.0	167322.0	120808.0	Metabolism; Metabolism of Cofactors and Vitamins; Folate biosynthesis
