L1	L2	L3	Other	Description	KO
Metabolism	Energy Metabolism	Photosynthesis	ko00195	"ATPF0C, atpE, F-type H+-transporting ATPase subunit c [EC:3.6.3.14]"	K02110
Metabolism	Energy Metabolism	Photosynthesis	ko00195	"ATPF0A, atpB, F-type H+-transporting ATPase subunit a [EC:3.6.3.14]"	K02108
Metabolism	Energy Metabolism	Photosynthesis - antenna proteins	ko00196	"apcA, allophycocyanin alpha subunit"	K02092
Metabolism	Energy Metabolism	Photosynthesis - antenna proteins	ko00196	"apcB, allophycocyanin beta subunit"	K02093
Metabolism	Energy Metabolism	Photosynthesis - antenna proteins	ko00196	"apcC, phycobilisome core linker protein"	K02094
Metabolism	Energy Metabolism	Photosynthesis - antenna proteins	ko00196	"apcD, allophycocyanin-B"	K02095
Metabolism	Energy Metabolism	Photosynthesis - antenna proteins	ko00196	"apcE, phycobilisome core-membrane linker protein"	K02096
Metabolism	Energy Metabolism	Photosynthesis - antenna proteins	ko00196	"apcF, phycobilisome core component"	K02097
Metabolism	Energy Metabolism	Photosynthesis - antenna proteins	ko00196	"cpcA, phycocyanin alpha chain"	K02284
Metabolism	Energy Metabolism	Photosynthesis - antenna proteins	ko00196	"cpcB, phycocyanin beta chain"	K02285
Metabolism	Energy Metabolism	Photosynthesis - antenna proteins	ko00196	"cpcC, phycocyanin-associated rod linker protein"	K02286
Metabolism	Energy Metabolism	Photosynthesis - antenna proteins	ko00196	"cpcD, phycocyanin-associated, rod"	K02287
Metabolism	Energy Metabolism	Photosynthesis - antenna proteins	ko00196	"cpcE, phycocyanobilin lyase alpha subunit [EC:4.-.-.-]"	K02288
Metabolism	Energy Metabolism	Photosynthesis - antenna proteins	ko00196	"cpcF, phycocyanobilin lyase beta subunit"	K02289
Metabolism	Energy Metabolism	Photosynthesis - antenna proteins	ko00196	"cpcG, phycobilisome rod-core linker protein"	K02290
Metabolism	Energy Metabolism	Photosynthesis - antenna proteins	ko00196	"pecA, phycoerythrocyanin alpha chain"	K02628
Metabolism	Energy Metabolism	Photosynthesis - antenna proteins	ko00196	"pecB, phycoerythrocyanin beta chain"	K02629
Metabolism	Energy Metabolism	Photosynthesis - antenna proteins	ko00196	"pecC, phycoerythrocyanin-associated rod linker protein"	K02630
Metabolism	Energy Metabolism	Photosynthesis - antenna proteins	ko00196	"pecE, bilin biosynthesis PecE protein [EC:4.-.-.-]"	K02631
Metabolism	Energy Metabolism	Photosynthesis - antenna proteins	ko00196	"pecF, bilin biosynthesis PecF protein"	K02632
Metabolism	Energy Metabolism	Photosynthesis - antenna proteins	ko00196	"cpeA, mpeA, phycoerythrin alpha chain"	K05376
Metabolism	Energy Metabolism	Photosynthesis - antenna proteins	ko00196	"cpeB, mpeB, phycoerythrin beta chain"	K05377
Metabolism	Energy Metabolism	Photosynthesis - antenna proteins	ko00196	"cpeC, mpeC, phycoerythrin-associated linker protein"	K05378
Metabolism	Energy Metabolism	Photosynthesis - antenna proteins	ko00196	"cpeD, mpeD, phycoerythrin-associated linker protein"	K05379
Metabolism	Energy Metabolism	Photosynthesis - antenna proteins	ko00196	"cpeE, phycoerythrin-associated linker protein"	K05380
Metabolism	Energy Metabolism	Photosynthesis - antenna proteins	ko00196	"cpeR, phycoerythrin-associated linker protein"	K05381
Metabolism	Energy Metabolism	Photosynthesis - antenna proteins	ko00196	"cpeS, phycoerythrin-associated linker protein"	K05382
Metabolism	Energy Metabolism	Photosynthesis - antenna proteins	ko00196	"cpeT, CpeT protein"	K05383
Metabolism	Energy Metabolism	Photosynthesis - antenna proteins	ko00196	"cpeU, mpeU, bilin biosynthesis protein"	K05384
Metabolism	Energy Metabolism	Photosynthesis - antenna proteins	ko00196	"cpeY, bilin biosynthesis protein"	K05385
Metabolism	Energy Metabolism	Photosynthesis - antenna proteins	ko00196	"cpeZ, bilin biosynthesis protein"	K05386
Metabolism	Energy Metabolism	Photosynthesis - antenna proteins	ko00196	"LHCA1, light-harvesting complex I chlorophyll a/b binding protein 1"	K08907
Metabolism	Energy Metabolism	Photosynthesis - antenna proteins	ko00196	"LHCA2, light-harvesting complex I chlorophyll a/b binding protein 2"	K08908
Metabolism	Energy Metabolism	Photosynthesis - antenna proteins	ko00196	"LHCA3, light-harvesting complex I chlorophyll a/b binding protein 3"	K08909
Metabolism	Energy Metabolism	Photosynthesis - antenna proteins	ko00196	"LHCA4, light-harvesting complex I chlorophyll a/b binding protein 4"	K08910
Metabolism	Energy Metabolism	Photosynthesis - antenna proteins	ko00196	"LHCA5, light-harvesting complex I chlorophyll a/b binding protein 5"	K08911
Metabolism	Energy Metabolism	Photosynthesis - antenna proteins	ko00196	"LHCB1, light-harvesting complex II chlorophyll a/b binding protein 1"	K08912
Metabolism	Energy Metabolism	Photosynthesis - antenna proteins	ko00196	"LHCB2, light-harvesting complex II chlorophyll a/b binding protein 2"	K08913
Metabolism	Energy Metabolism	Photosynthesis - antenna proteins	ko00196	"LHCB3, light-harvesting complex II chlorophyll a/b binding protein 3"	K08914
Metabolism	Energy Metabolism	Photosynthesis - antenna proteins	ko00196	"LHCB4, light-harvesting complex II chlorophyll a/b binding protein 4"	K08915
Metabolism	Energy Metabolism	Photosynthesis - antenna proteins	ko00196	"LHCB5, light-harvesting complex II chlorophyll a/b binding protein 5"	K08916
Metabolism	Energy Metabolism	Photosynthesis - antenna proteins	ko00196	"LHCB6, light-harvesting complex II chlorophyll a/b binding protein 6"	K08917
Metabolism	Energy Metabolism	Photosynthesis - antenna proteins	ko00196	"LHCB7, light-harvesting complex II chlorophyll a/b binding protein 7"	K14172
Metabolism	Energy Metabolism	Carbon fixation in photosynthetic organisms	ko00710	"rbcL, ribulose-bisphosphate carboxylase large chain [EC:4.1.1.39]"	K01601
Metabolism	Energy Metabolism	Carbon fixation in photosynthetic organisms	ko00710	"rbcS, ribulose-bisphosphate carboxylase small chain [EC:4.1.1.39]"	K01602
Metabolism	Energy Metabolism	Carbon fixation in photosynthetic organisms	ko00710	"PGK, pgk, phosphoglycerate kinase [EC:2.7.2.3]"	K00927
Metabolism	Energy Metabolism	Carbon fixation in photosynthetic organisms	ko00710	"GAPA, glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating) [EC:1.2.1.13]"	K05298
Metabolism	Energy Metabolism	Carbon fixation in photosynthetic organisms	ko00710	"gap2, glyceraldehyde-3-phosphate dehydrogenase (NAD(P)) [EC:1.2.1.59]"	K00150
Metabolism	Energy Metabolism	Carbon fixation in photosynthetic organisms	ko00710	"ALDO, fructose-bisphosphate aldolase, class I [EC:4.1.2.13]"	K01623
Metabolism	Energy Metabolism	Carbon fixation in photosynthetic organisms	ko00710	"fbaB, fructose-bisphosphate aldolase, class I [EC:4.1.2.13]"	K11645
Metabolism	Energy Metabolism	Carbon fixation in photosynthetic organisms	ko00710	"FBA, fbaA, fructose-bisphosphate aldolase, class II [EC:4.1.2.13]"	K01624
Metabolism	Energy Metabolism	Carbon fixation in photosynthetic organisms	ko00710	"FBP, fbp, fructose-1,6-bisphosphatase I [EC:3.1.3.11]"	K03841
Metabolism	Energy Metabolism	Carbon fixation in photosynthetic organisms	ko00710	"glpX, fructose-1,6-bisphosphatase II [EC:3.1.3.11]"	K02446
Metabolism	Energy Metabolism	Carbon fixation in photosynthetic organisms	ko00710	"glpX-SEBP, fructose-1,6-bisphosphatase II / sedoheptulose-1,7-bisphosphatase [EC:3.1.3.11 3.1.3.37]"	K11532
Metabolism	Energy Metabolism	Carbon fixation in photosynthetic organisms	ko00710	"fbp3, fructose-1,6-bisphosphatase III [EC:3.1.3.11]"	K04041
Metabolism	Energy Metabolism	Carbon fixation in photosynthetic organisms	ko00710	"E2.2.1.1, tktA, tktB, transketolase [EC:2.2.1.1]"	K00615
Metabolism	Energy Metabolism	Carbon fixation in photosynthetic organisms	ko00710	"E3.1.3.37, sedoheptulose-bisphosphatase [EC:3.1.3.37]"	K01100
Metabolism	Energy Metabolism	Carbon fixation in photosynthetic organisms	ko00710	"rpiA, ribose 5-phosphate isomerase A [EC:5.3.1.6]"	K01807
Metabolism	Energy Metabolism	Carbon fixation in photosynthetic organisms	ko00710	"rpiB, ribose 5-phosphate isomerase B [EC:5.3.1.6]"	K01808
Metabolism	Energy Metabolism	Carbon fixation in photosynthetic organisms	ko00710	"E2.7.1.19, prkB, phosphoribulokinase [EC:2.7.1.19]"	K00855
Metabolism	Energy Metabolism	Carbon fixation in photosynthetic organisms	ko00710	"TPI, tpiA, triosephosphate isomerase (TIM) [EC:5.3.1.1]"	K01803
Metabolism	Energy Metabolism	Carbon fixation in photosynthetic organisms	ko00710	"E4.1.2.9, phosphoketolase [EC:4.1.2.9]"	K01621
Metabolism	Energy Metabolism	Carbon fixation in photosynthetic organisms	ko00710	"E4.1.2.22, fructose-6-phosphate phosphoketolase [EC:4.1.2.22]"	K01632
Metabolism	Energy Metabolism	Carbon fixation in photosynthetic organisms	ko00710	"rpe, RPE, ribulose-phosphate 3-epimerase [EC:5.1.3.1]"	K01783
Metabolism	Energy Metabolism	Carbon fixation in photosynthetic organisms	ko00710	"SHPK, sedoheptulokinase [EC:2.7.1.14]"	K11214
Metabolism	Energy Metabolism	Carbon fixation in photosynthetic organisms	ko00710	"ppc, phosphoenolpyruvate carboxylase [EC:4.1.1.31]"	K01595
Metabolism	Energy Metabolism	Carbon fixation in photosynthetic organisms	ko00710	"GOT1, aspartate aminotransferase, cytoplasmic [EC:2.6.1.1]"	K14454
Metabolism	Energy Metabolism	Carbon fixation in photosynthetic organisms	ko00710	"E4.1.1.49, pckA, phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49]"	K01610
Metabolism	Energy Metabolism	Carbon fixation in photosynthetic organisms	ko00710	"PK, pyk, pyruvate kinase [EC:2.7.1.40]"	K00873
Metabolism	Energy Metabolism	Carbon fixation in photosynthetic organisms	ko00710	"GPT, ALT, alanine transaminase [EC:2.6.1.2]"	K00814
Metabolism	Energy Metabolism	Carbon fixation in photosynthetic organisms	ko00710	"GGAT, glutamate--glyoxylate aminotransferase [EC:2.6.1.4 2.6.1.2 2.6.1.44 2.6.1.-]"	K14272
Metabolism	Energy Metabolism	Carbon fixation in photosynthetic organisms	ko00710	"ppdK, pyruvate,orthophosphate dikinase [EC:2.7.9.1]"	K01006
Metabolism	Energy Metabolism	Carbon fixation in photosynthetic organisms	ko00710	"E1.1.1.40, maeB, malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]"	K00029
Metabolism	Energy Metabolism	Carbon fixation in photosynthetic organisms	ko00710	"E1.1.1.82, malate dehydrogenase (NADP+) [EC:1.1.1.82]"	K00051
Metabolism	Energy Metabolism	Carbon fixation in photosynthetic organisms	ko00710	"GOT2, aspartate aminotransferase, mitochondrial [EC:2.6.1.1]"	K14455
Metabolism	Energy Metabolism	Carbon fixation in photosynthetic organisms	ko00710	"MDH1, malate dehydrogenase [EC:1.1.1.37]"	K00025
Metabolism	Energy Metabolism	Carbon fixation in photosynthetic organisms	ko00710	"MDH2, malate dehydrogenase [EC:1.1.1.37]"	K00026
Metabolism	Energy Metabolism	Carbon fixation in photosynthetic organisms	ko00710	"mdh, malate dehydrogenase [EC:1.1.1.37]"	K00024
Metabolism	Energy Metabolism	Carbon fixation in photosynthetic organisms	ko00710	"E1.1.1.39, malate dehydrogenase (decarboxylating) [EC:1.1.1.39]"	K00028
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"porA, pyruvate ferredoxin oxidoreductase, alpha subunit [EC:1.2.7.1]"	K00169
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"porB, pyruvate ferredoxin oxidoreductase, beta subunit [EC:1.2.7.1]"	K00170
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"porG, pyruvate ferredoxin oxidoreductase, gamma subunit [EC:1.2.7.1]"	K00172
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"porD, pyruvate ferredoxin oxidoreductase, delta subunit [EC:1.2.7.1]"	K00171
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"nifJ, putative pyruvate-flavodoxin oxidoreductase [EC:1.2.7.-]"	K03737
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"pps, ppsA, pyruvate, water dikinase [EC:2.7.9.2]"	K01007
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"ppc, phosphoenolpyruvate carboxylase [EC:4.1.1.31]"	K01595
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"PC, pyc, pyruvate carboxylase [EC:6.4.1.1]"	K01958
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"E6.4.1.1A, pycA, pyruvate carboxylase subunit A [EC:6.4.1.1]"	K01959
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"E6.4.1.1B, pycB, pyruvate carboxylase subunit B [EC:6.4.1.1]"	K01960
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"mdh, malate dehydrogenase [EC:1.1.1.37]"	K00024
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"E4.2.1.2A, fumA, fumB, fumarate hydratase, class I [EC:4.2.1.2]"	K01676
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"E4.2.1.2AA, fumA, fumarate hydratase subunit alpha [EC:4.2.1.2]"	K01677
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"E4.2.1.2AB, fumB, fumarate hydratase subunit beta [EC:4.2.1.2]"	K01678
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"E4.2.1.2B, fumC, fumarate hydratase, class II [EC:4.2.1.2]"	K01679
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"sdhA, succinate dehydrogenase flavoprotein subunit [EC:1.3.99.1]"	K00239
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"sdhB, succinate dehydrogenase iron-sulfur subunit [EC:1.3.99.1]"	K00240
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"sdhC, succinate dehydrogenase cytochrome b556 subunit"	K00241
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"sdhD, succinate dehydrogenase membrane anchor subunit"	K00242
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"frdA, fumarate reductase flavoprotein subunit [EC:1.3.99.1]"	K00244
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"frdB, fumarate reductase iron-sulfur subunit [EC:1.3.99.1]"	K00245
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"frdC, fumarate reductase subunit C"	K00246
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"frdD, fumarate reductase subunit D"	K00247
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"sucD, succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]"	K01902
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"sucC, succinyl-CoA synthetase beta subunit [EC:6.2.1.5]"	K01903
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"K15038, succinyl-coA reductase [EC:1.2.1.76]"	K15038
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"K14465, succinate semialdehyde reductase (NADPH) [EC:1.1.1.-]"	K14465
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"K14466, 4-hydroxybutyryl-CoA synthetase (4-hydroxybutyrate-CoA ligase, AMP-forming) [EC:6.2.1.-]"	K14466
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"K14467, 4-hydroxybutyryl&#8211,CoA synthetase (4-hydroxybutyrate&#8211,CoA ligase, AMP-forming) [EC:6.2.1.-]"	K14467
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"abfD, 4-hydroxybutyryl-CoA dehydratase / vinylacetyl-CoA-Delta-isomerase [EC:4.2.1.120 5.3.3.3]"	K14534
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"crt, 3-hydroxybutyryl-CoA dehydratase [EC:4.2.1.55]"	K01715
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"K15016, 3-hydroxybutyryl-CoA dehydratase / 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.55 1.1.1.35]"	K15016
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"fadJ, 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17 5.1.2.3]"	K01782
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"fadB, 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase [EC:1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8]"	K01825
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"fadN, 3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]"	K07516
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"E2.3.1.9, atoB, acetyl-CoA C-acetyltransferase [EC:2.3.1.9]"	K00626
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"korA, 2-oxoglutarate ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3]"	K00174
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"korB, 2-oxoglutarate ferredoxin oxidoreductase subunit beta [EC:1.2.7.3]"	K00175
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"korG, 2-oxoglutarate ferredoxin oxidoreductase subunit gamma [EC:1.2.7.3]"	K00177
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"korD, 2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3]"	K00176
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"IDH1, IDH2, icd, isocitrate dehydrogenase [EC:1.1.1.42]"	K00031
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"ACO, acnA, aconitate hydratase 1 [EC:4.2.1.3]"	K01681
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"acnB, aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]"	K01682
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"ACLY, ATP citrate (pro-S)-lyase [EC:2.3.3.8]"	K01648
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"aclA, ATP-citrate lyase alpha-subunit [EC:2.3.3.8]"	K15230
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"aclB, ATP-citrate lyase beta-subunit [EC:2.3.3.8]"	K15231
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"ccsA, citryl-CoA synthetase large subunit [EC:6.2.1.18]"	K15232
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"ccsB, citryl-CoA synthetase small subunit"	K15233
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"ccl, citryl-CoA lyase [EC:4.1.3.34]"	K15234
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"accA, acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2]"	K01962
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"accB, bccP, acetyl-CoA carboxylase biotin carboxyl carrier protein"	K02160
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"accC, acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]"	K01961
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"accD, acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2]"	K01963
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"K01964, acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3]"	K01964
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"K15036, acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3]"	K15036
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"K15037, biotin carboxyl carrier protein"	K15037
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"mcr, malonyl-CoA reductase / 3-hydroxypropionate dehydrogenase (NADP+) [EC:1.2.1.75 1.1.1.298]"	K14468
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"K15017, succinyl-CoA reductase (NADPH) [EC:1.2.1.-]"	K15017
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"K15039, 3-hydroxypropionate dehydrogenase (NADP+)"	K15039
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"K14469, acrylyl-CoA reductase (NADPH) / 3-hydroxypropionyl-CoA dehydratase / 3-hydroxypropionyl-CoA synthetase [EC:1.3.1.84 4.2.1.116 6.2.1.36]"	K14469
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"K15018, 3-hydroxypropionyl-coenzyme A synthetase [EC:6.2.1.36]"	K15018
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"K15019, 3-hydroxypropionyl-coenzyme A dehydratase [EC:4.2.1.116]"	K15019
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"K15020, acryloyl-coenzyme A reductase [EC:1.3.1.84]"	K15020
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"mcl, malyl-CoA lyase [EC:4.1.3.24]"	K08691
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"K14449, mch, mesaconyl-CoA hydratase"	K14449
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"mct, mesaconyl-CoA C1-C4 CoA transferase"	K14470
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"meh, mesaconyl-C4 CoA hydratase"	K09709
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"PCCA, pccA, propionyl-CoA carboxylase alpha chain [EC:6.4.1.3]"	K01965
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"PCCB, pccB, propionyl-CoA carboxylase beta chain [EC:6.4.1.3]"	K01966
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"K15052, propionyl-CoA carboxylase [EC:6.4.1.3]"	K15052
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"MCEE, epi, methylmalonyl-CoA/ethylmalonyl-CoA epimerase [EC:5.1.99.1]"	K05606
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"MUT, methylmalonyl-CoA mutase [EC:5.4.99.2]"	K01847
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"E5.4.99.2A, mcmA1, methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]"	K01848
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"E5.4.99.2B, mcmA2, methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]"	K01849
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"E5.4.99.2, methylmalonyl-CoA mutase [EC:5.4.99.2]"	K11942
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"K14471, smtA, succinyl-CoA:(S)- malate CoA transferase subunit A [EC:2.8.3.-]"	K14471
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"smtB, succinyl-CoA:(S)- malate CoA transferase subunit B [EC:2.8.3.-]"	K14472
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"E1.2.1.43A, fdhA, formate dehydrogenase alpha subunit [EC:1.2.1.43]"	K05299
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"fdhB, formate dehydrogenase beta subunit [EC:1.2.1.43]"	K15022
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"fhs, formate--tetrahydrofolate ligase [EC:6.3.4.3]"	K01938
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"folD, methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9]"	K01491
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"E1.5.1.20, metF, methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]"	K00297
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"acsE, 5-methyltetrahydrofolate corrinoid/iron sulfur protein methyltransferase"	K15023
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"CODH-ACSA, carbon monoxide dehydrogenase / acetyl-CoA synthase subunit alpha [EC:1.2.7.4 1.2.99.2 2.3.1.169]"	K14138
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"CODH-ACSB, carbon monoxide dehydrogenase / acetyl-CoA synthase subunit beta [EC:1.2.7.4 1.2.99.2 2.3.1.169]"	K00190
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"E2.3.1.8, pta, phosphate acetyltransferase [EC:2.3.1.8]"	K00625
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"pta, phosphate acetyltransferase [EC:2.3.1.8]"	K13788
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"K15024, propanediol utilization protein"	K15024
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"ackA, acetate kinase [EC:2.7.2.1]"	K00925
Metabolism	Energy Metabolism	Carbon fixation pathways in prokaryotes	ko00720	"ACSS, acs, acetyl-CoA synthetase [EC:6.2.1.1]"	K01895
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"pmoA, methane monooxygenase subunit A [EC:1.14.13.25]"	K16154
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"pmoB, methane monooxygenase subunit B [EC:1.14.13.25]"	K16155
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"pmoC, methane monooxygenase subunit C [EC:1.14.13.25]"	K16156
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"mmoX, methane monooxygenase component A alpha chain [EC:1.14.13.25]"	K16157
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"mmoY, methane monooxygenase component A beta chain [EC:1.14.13.25]"	K16158
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"mmoZ, methane monooxygenase component A gamma chain [EC:1.14.13.25]"	K16159
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"mmoB, methane monooxygenase regulatory protein B"	K16160
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"mmoC, methane monooxygenase component C [EC:1.14.13.25]"	K16161
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"mmoD, methane monooxygenase component D"	K16162
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"mdh1, mxaF, methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]"	K14028
