# Constructed from biom file																																																																																																																
#OTU ID	RSG.MB4	UNKG.MB2	LSG.MB6	LSG.MB9	EPRC.MB16	UNKG.MB31	LSG.MB20	LSG.MB7	LSG.MB4	UNKG.MB21	LSG.MB14	UNKG.MB32	EPRC.MB13	RSG.MB2	UNKG.MB6	LSG.MB10	UNKG.MB8	UNKG.MB14	LSG.MB16	LSG.MB8	EPRC.MB9	RSG.MB1	LSG.MB12	LSG.MB15	UNKG.MB35	UNKG.MB17	LSG.MB2	RSG.MB6	PZ.MB7	UNKG.MB27	UNKG.MB4	RSG.MB3	LSG.MB1	UNKG.MB28	EPRC.MB2	SZ.MB8	SZ.MB7	EPRC.MB14	PZ.MB4	UNKG.MB38	SZ.MB11	PZ.MB1	UNKG.MB25	EPRC.MB15	SZ.MB6	EPRC.MB17	EPRC.MB18	EPRC.MB8	EPRC.MB12	EPRC.MB4	PZ.MB9	UNKG.MB11	SZ.MB3	PZ.MB10	PZ.MB2	UNKG.MB12	UNKG.MB5	PZ.MB3	PZ.MB12	UNKG.MB18	EPRC.MB11	SZ.MB5	EPRC.MB3	UNKG.MB36	UNKG.MB37	UNKG.MB33	UNKG.MB15	SZ.MB1	UNKG.MB26	EPRC.MB7	LSG.MB5	UNKG.MB23	UNKG.MB1	UNKG.MB16	UNKG.MB34	RSG.MB5	UNKG.MB20	UNKG.MB19	UNKG.MB10	UNKG.MB24	PZ.MB6	LFG.MB1	UNKG.MB13	EPRC.MB1	LSG.MB17	PZ.MB8	LSG.MB11	EPRC.MB10	UNKG.MB7	PZ.MB5	LSG.MB3	SZ.MB14	PZ.MB11	EPRC.MB5	SZ.MB13	UNKG.MB30	UNKG.MB3	RSG.MB7	LSG.MB19	SZ.MB2	LSG.MB18	UNKG.MB9	UNKG.MB22	LSG.MB13	UNKG.MB29	SZ.MB4	SZ.MB10	SZ.MB15	SZ.MB12	EPRC.MB6	SZ.MB9	KEGG_Pathways
Proximal tubule bicarbonate reclamation	7331	8679	11426	8879	6278	7223	6164	4544	9614	6462	7008	8547	23566	7904	8015	7589	9206	9463	8091	8963	6641	11711	2163	6715	7464	6670	8557	12356	5998	8016	8338	4868	6730	7067	17931	15140	5700	5919	4386	14097	7318	3794	5935	10470	10797	16120	17657	16151	23872	28184	5339	7386	11026	6090	8536	11850	5045	10229	8204	7327	23948	15007	11437	8700	9242	6912	11217	7811	5692	18363	9134	4413	6648	8310	7198	9105	6276	9844	4889	5091	8483	11086	9631	19055	6818	9365	7258	31799	8415	3801	10497	10203	4903	38213	11764	8133	7446	14344	14330	10264	6609	6728	7194	5292	14983	7841	13111	5011	12195	12205	6833	Organismal Systems; Excretory System; Proximal tubule bicarbonate reclamation
Purine metabolism	1034141	1234058	1625720	1304498	849465	822763	850935	1160867	1181588	1020520	931784	1153327	919885	1199353	1161459	1066401	1176288	1010652	1096353	1168131	996764	1034276	1217902	917739	990325	1190756	1279185	1293945	1019387	958522	1117829	1193268	877113	1076988	1148178	1191166	1017497	977097	834659	918979	991741	1567537	1192211	893034	1037237	1123076	1084457	869186	890583	1413306	989450	758215	1134349	886086	961137	1304219	1349050	1053888	940270	1069299	982139	1199298	1001000	907429	1224427	872715	956563	839830	743637	1218943	918204	666111	989507	1192888	923026	834947	757214	955470	813815	752049	883252	1079418	1052079	1177347	1117594	1000073	1247086	1263440	1053581	916072	878456	976452	877829	1260002	1268784	1009341	1289144	1112966	1166457	985456	958300	934934	960733	1046765	916729	1507356	1054248	534497	870056	962636	785436	Metabolism; Nucleotide Metabolism; Purine metabolism
Pyrimidine metabolism	880604	1045912	1348284	1110317	720577	713559	727686	967487	985212	879791	798213	990480	698784	1008146	970583	906832	999009	855177	944060	995087	804701	842879	998562	788570	853059	1014383	1081901	1110576	871473	832510	952109	1005050	747533	925384	945518	1041324	872975	841220	721254	750073	855091	1273834	1005576	728227	895164	941996	850974	710351	668817	1138636	844167	653380	947935	776381	840401	1112838	1118407	941086	840066	912434	795802	1043768	867659	784793	1046809	754515	817947	733923	638478	966823	795782	574638	855175	1010399	799041	701542	660521	790468	697998	650929	783967	923337	895940	949395	954485	883735	1070158	968336	900505	781492	719220	872255	755629	922987	1072060	870260	1090791	934979	964162	857520	825009	803737	821426	884080	757159	1183907	908894	466585	757014	797573	692201	Metabolism; Nucleotide Metabolism; Pyrimidine metabolism
Pyruvate metabolism	533874	649767	883428	695357	425324	430857	448538	598563	606582	538077	489039	605058	499091	633471	608648	565768	617142	529389	575433	612347	486678	545538	624462	480830	522005	628694	677601	696643	506885	507017	594856	628538	465347	574138	616798	657228	529014	491374	415247	488814	512185	770311	629571	451289	557406	547853	559217	485365	484023	767518	490324	393612	558525	433752	464649	683242	708445	509177	461846	560631	512207	653017	539777	477743	647947	453740	498796	450792	387746	635150	491047	342436	518995	623242	491504	419812	399110	502910	422955	395585	425873	577773	548110	624411	588891	485223	656403	684462	562301	459639	463928	529014	431986	677257	667538	537015	669442	599409	630724	527343	501358	490330	498780	538370	496901	753778	573592	274689	483211	487859	401825	Metabolism; Carbohydrate Metabolism; Pyruvate metabolism
RIG-I-like receptor signaling pathway	1100	1365	2069	1459	455	459	652	2044	1222	1020	877	787	511	1709	1587	792	921	1198	880	854	405	1280	1978	751	730	1102	1474	845	189	745	1599	2109	605	775	684	339	559	710	234	719	551	312	1248	964	436	583	710	142	482	797	276	339	231	260	126	1084	3266	153	195	862	189	476	422	457	772	567	493	299	693	344	640	549	998	979	428	581	548	648	842	632	140	657	1001	310	1337	123	1105	450	1241	184	487	252	271	590	531	868	1480	369	433	377	878	840	736	1322	638	191	271	158	208	358	165	Organismal Systems; Immune System; RIG-I-like receptor signaling pathway
RNA degradation	217147	244898	308882	270142	180827	169890	183906	240128	246321	211309	192991	240620	224196	246757	243606	220055	231198	212383	227142	241875	222597	223503	251750	189792	200091	243320	257782	253045	208547	194223	224859	247249	186751	223637	261108	239720	215271	210690	172861	198663	210217	312244	247700	207556	202944	246613	259447	171993	220640	329734	200690	157664	236780	185909	207079	260336	268612	230104	202932	227158	237213	225785	198620	187335	251729	179723	200249	170021	150425	278135	190010	138032	203456	246641	188868	182321	156412	207056	165982	155479	191759	224277	210678	264715	230963	215763	261827	295293	215625	187712	192904	211483	175652	299027	248203	207701	271738	220763	260482	194020	197687	192818	203992	215366	198445	294024	202060	112302	167276	211482	167688	"Genetic Information Processing; Folding, Sorting and Degradation; RNA degradation"
RNA polymerase	87548	102637	134578	108556	78080	72318	73392	98793	101904	87965	77968	96121	76492	100773	93843	91736	97692	85012	92135	96374	89203	88660	99085	77591	83209	101310	105776	110232	91157	83181	92624	101772	74642	91069	96915	100907	84429	86211	71896	75351	88302	127665	100566	73690	85169	109036	101445	73423	73279	108051	81925	65778	87371	78216	79772	111754	110901	91686	83382	88259	89434	107138	83018	78945	99511	75220	81954	70946	63437	103320	79278	58387	80679	99672	77368	74259	65872	80441	69938	64709	74757	92558	90371	94871	94031	83353	103014	102564	90554	76791	75985	78231	79401	110255	99038	86179	101991	94372	101466	85698	81554	82080	81347	87696	76205	124755	88017	44208	73778	83730	62461	Genetic Information Processing; Transcription; RNA polymerase
RNA transport	79414	95769	130842	108809	58828	62285	65507	90423	87223	82301	75750	94942	60024	95950	92936	84191	89728	73564	89262	95614	82441	75505	99127	74583	78683	94832	105176	97113	85715	74328	87965	96497	69186	90109	88102	83489	83964	74625	66173	68289	85833	138997	98608	60285	78419	65681	74266	60330	56350	110896	79177	58134	84109	73415	74205	96354	110471	84975	76789	86050	60455	92478	75465	70922	102109	69785	71094	62479	61012	89900	70473	51476	77336	93964	75139	58429	59347	72944	63363	61681	68256	84689	76793	90154	90912	77430	104752	87056	81582	73956	63303	74359	75460	92283	93256	80468	104907	81192	87395	76232	74570	72540	74646	81067	70806	133124	79184	39979	60164	69201	58054	Genetic Information Processing; Translation; RNA transport
Regulation of actin cytoskeleton	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Cellular Processes; Cell Motility; Regulation of actin cytoskeleton
Renal cell carcinoma	1737	1746	648	2428	2387	1784	2985	2031	2720	2003	1241	1875	8241	2246	2282	2055	1490	3626	1564	1852	5751	4065	2051	1296	1655	1981	1277	1594	1972	1559	1217	1818	2541	1898	4688	4523	2230	2207	1144	3637	2298	296	2060	4313	1626	7486	8674	3212	8418	8271	2361	1367	5237	838	3670	2405	1743	1384	899	2949	8647	1181	1905	1713	1292	949	2251	1239	567	8854	2230	1001	1061	2826	1358	2690	1238	3239	1084	1177	1708	2665	2160	5702	1506	1333	1956	9490	2035	1012	4022	4018	863	12310	1464	1790	1926	1984	6481	1043	1430	1922	2129	2014	4056	1947	887	666	2269	3526	2206	Human Diseases; Cancers; Renal cell carcinoma
Renin-angiotensin system	1	2	0	0	4	1	0	1	1	0	0	3	2	1	8	15	0	5	0	0	1	7	0	1	1	0	0	0	155	1	3	2	0	2	5	0	1	3	164	0	5	24	3	6	1	2	11	5	2	1	24	0	0	41	13	0	2	9	16	0	11	0	13	1	65	0	5	0	0	40	1	0	1	1	1	1	2	0	0	0	7	0	0	2	2	108	0	9	1	128	32	0	27	0	0	0	1	0	0	0	1	0	2	4	2	1	24	70	0	4	0	Organismal Systems; Endocrine System; Renin-angiotensin system
"Replication, recombination and repair proteins"	459788	510139	614216	569186	359478	363679	386251	490482	528597	445294	411212	533262	459665	508166	507991	442420	487732	437129	494266	507371	376339	482605	444335	415432	435993	512883	532601	504716	439068	459008	480140	510280	399325	496061	488067	449406	388298	360442	360630	421378	376626	675444	504397	381624	408306	418757	497138	342118	441084	626633	416323	346509	471822	353732	372811	547434	533305	401033	365305	457394	432841	454985	396815	400673	545103	395523	438972	366973	337809	483661	435754	287770	434527	527846	424840	374177	339939	451251	348539	344247	345355	508036	444130	492975	497098	387457	554752	588091	457544	401713	419501	399373	353314	580891	461930	452071	537432	477531	538692	388475	434945	414644	431199	436865	440736	645525	405059	227476	320293	393082	326238	"Unclassified; Genetic Information Processing; Replication, recombination and repair proteins"
Restriction enzyme	102165	112880	137596	128010	66325	84202	91844	101590	112569	106177	95483	126279	75421	115312	109611	99415	109367	95616	116678	113750	76773	97746	89855	98220	101002	116912	122773	124657	108609	104391	107925	111612	93285	115512	89009	115248	88221	85448	85469	85093	83981	171361	113550	69587	94367	98941	82446	77845	68184	123490	103177	79494	168057	93556	104597	127853	105321	114508	101288	107453	89676	102579	94278	93857	127627	93172	97331	84427	79503	97231	101981	69251	95934	120479	100685	79990	79488	96917	76988	81858	97741	119952	102447	102658	114867	109353	128068	101872	103183	97517	88516	102815	83355	84987	106065	104127	120152	107669	119711	83078	100816	96094	100041	97842	92700	182860	92134	49743	84640	89121	81212	Unclassified; Genetic Information Processing; Restriction enzyme
Retinol metabolism	7786	12415	23855	7904	12124	5477	8733	9995	13959	6298	5655	6236	20302	14108	9711	8763	13062	10833	6320	7042	17915	15461	6714	5477	7164	8164	11243	20463	6231	5952	11885	9305	5970	5658	17427	21719	4686	10751	3783	11271	4952	4394	8718	13142	14280	15869	28629	22752	21726	23732	5485	4544	7204	4516	4276	12972	12171	3895	4624	7409	17870	21893	14713	5415	8550	4568	7723	8606	4227	25622	8061	4848	8028	6465	5674	9009	4686	12607	4976	4006	2933	9422	9935	17402	7525	3475	4355	24266	9980	4040	13703	9404	6886	33940	16711	6431	9190	18954	17757	12880	7102	5968	7311	6913	9804	7229	17767	3009	19328	9805	4885	Metabolism; Metabolism of Cofactors and Vitamins; Retinol metabolism
Rheumatoid arthritis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Human Diseases; Immune System Diseases; Rheumatoid arthritis
Riboflavin metabolism	102851	109753	138917	124251	83970	78488	85516	115751	120472	100293	89626	113515	111475	108475	113470	104029	105515	94842	105745	112191	101142	110067	123049	88705	93660	116880	122761	110873	99015	95012	102662	118481	89467	105608	127385	95075	102412	99199	87831	95445	100821	142267	118826	98975	85781	104772	132178	77553	109658	150339	91078	73977	95169	85303	89055	117108	118280	103353	92503	102757	109465	92405	83865	88424	119212	86078	93392	77382	71363	122500	87241	65419	91201	114117	88776	88553	72573	102150	78197	73410	87188	106009	93420	127113	109035	96421	124309	147438	99514	94357	95897	87164	85237	147572	107654	96768	126369	102718	122409	84727	93283	91991	97829	98523	93639	107512	87539	53263	64764	108308	72906	Metabolism; Metabolism of Cofactors and Vitamins; Riboflavin metabolism
Ribosome	1203018	1392591	1785321	1468480	989505	966096	989724	1299432	1341363	1176692	1058797	1314799	985551	1364009	1296811	1229524	1335187	1155630	1256133	1320329	1075427	1157006	1317030	1051245	1142499	1361353	1446825	1507365	1182194	1122449	1280863	1343573	1015306	1227768	1269513	1363181	1126059	1135798	960450	1022744	1108566	1808369	1334541	976744	1148233	1398058	1197616	957631	942321	1562126	1128686	889281	1339423	1036957	1116125	1489085	1480623	1254544	1112567	1210606	1194326	1348263	1128855	1049867	1394252	1014853	1114925	954013	862113	1316336	1079738	786992	1147955	1344598	1066521	991188	886189	1079585	942137	876554	1045300	1259540	1202096	1305219	1274928	1188180	1401846	1347234	1221738	1042146	993779	1143941	995022	1304704	1378224	1159413	1448649	1272885	1322931	1098478	1115427	1098030	1100677	1175779	1024623	1807951	1199462	622786	999133	1110850	899178	Genetic Information Processing; Translation; Ribosome
Ribosome Biogenesis	729937	851694	1096277	913065	569866	577459	597604	791279	803446	724292	654151	819020	597396	830441	810170	746325	812503	686857	777279	817438	623695	702505	811726	649427	698940	831611	895146	905871	703894	679218	781515	825813	623022	764935	763529	823080	699668	676434	574570	630275	674697	1117087	827311	582343	699873	750355	677050	576195	569264	971590	694373	535047	822503	606852	669211	896329	910462	723314	644274	751076	678917	793929	681214	636747	871267	616647	668206	579613	526828	784954	651065	471194	698506	824296	658343	578756	535918	658406	567330	536811	613403	769896	719841	810679	787305	695930	881380	834056	737382	640969	598657	705833	589409	782127	848263	709881	907648	768563	799356	656546	676114	662607	676163	718308	633525	1092585	713110	371375	594605	663238	552100	Genetic Information Processing; Translation; Ribosome Biogenesis
Ribosome biogenesis in eukaryotes	23471	27023	34582	28521	20982	18706	19226	25194	25792	22935	20631	25615	19607	26662	25500	23892	25946	22495	24453	25760	31650	22290	25818	20408	22281	26488	28468	29561	28600	21718	25059	26013	19993	23786	28974	26629	23869	26055	20535	20023	27341	36929	25960	21615	23518	28891	29055	19945	18804	33914	24376	17222	27449	24952	24967	28799	28631	30103	26952	23822	23736	31053	23761	20404	27511	19706	21659	18833	16716	32586	20900	15296	22604	26202	20803	19236	17182	20936	18305	17009	23882	24485	23196	27202	24800	26369	27305	27354	23731	20919	19148	22896	24919	35287	27484	22510	28771	24734	25499	24557	21680	21260	21465	22917	19993	37338	24632	12316	19305	22977	18254	Genetic Information Processing; Translation; Ribosome biogenesis in eukaryotes
Salivary secretion	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Organismal Systems; Digestive System; Salivary secretion
Secondary bile acid biosynthesis	11062	15442	26538	14932	8887	6727	7375	11754	9271	10117	9580	11500	9865	14167	15695	12380	14922	9516	10454	13712	18198	8821	19389	8509	10431	12978	16698	20169	11194	6618	13675	12529	8573	10735	17643	16099	15289	13946	8426	10597	14891	25239	14394	12676	14774	10478	9574	13826	9790	27879	11325	6214	15559	11451	11784	13917	17759	14846	12716	12983	10825	17662	14243	8219	15652	7562	8019	8358	6541	22028	6426	6270	11671	11864	9421	7478	6508	8617	8186	6398	11166	9527	10353	20974	11328	13898	13871	18103	10959	9880	6709	12207	11570	23016	22445	9861	20778	14671	10549	13159	8724	8550	9211	11298	9167	27243	17316	6438	12501	11914	8571	Metabolism; Lipid Metabolism; Secondary bile acid biosynthesis
Secretion system	644409	727253	876666	810335	451356	509320	579385	684028	729257	663156	606049	796292	674795	726673	739712	627882	706162	634052	737888	724485	577065	686594	666686	616007	642757	759975	791276	747555	666942	647770	704967	741842	602951	738719	725010	687547	582805	571434	553362	613654	552259	962690	751998	566670	637066	623187	683995	526025	650320	980325	645849	491321	655683	556542	573922	793456	707910	630529	577969	704441	655509	669836	615215	575487	839834	570453	624109	567624	493059	758166	623842	427837	641509	779903	636124	519552	486623	665571	480502	519138	547335	760443	631354	753353	734374	607620	856905	875865	648644	631618	615675	639752	538408	851550	736307	651383	813307	696699	794369	588236	639261	591162	632370	649371	643678	821486	593740	322492	485516	593050	511820	Environmental Information Processing; Membrane Transport; Secretion system
Selenocompound metabolism	172529	201653	261019	222502	142705	135434	137641	190676	193830	170397	157967	198112	166450	201345	199473	177850	189250	168244	184865	201768	182215	169747	211078	154758	161918	195607	210748	205567	166717	158109	181298	196016	146970	182302	195423	190928	178898	175574	135322	156230	172043	282263	199793	160098	169244	198687	182986	142421	160099	254141	164108	127606	196819	140847	153717	215036	225946	160389	144390	184525	172074	186120	161684	153500	205528	148027	160497	134208	123607	220244	149575	109047	162814	201901	152609	141846	127079	160007	135667	124754	136834	177615	174503	216659	185727	155440	213684	231473	170109	152027	144812	162911	140717	229208	213826	169437	223065	177584	190358	158162	157332	152033	163396	176708	158680	282072	162893	87514	133428	165675	128418	Metabolism; Metabolism of Other Amino Acids; Selenocompound metabolism
Sesquiterpenoid biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Metabolism; Metabolism of Terpenoids and Polyketides; Sesquiterpenoid biosynthesis
Shigellosis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Human Diseases; Infectious Diseases; Shigellosis
Signal transduction mechanisms	255504	300327	390223	334734	202152	203072	218476	292714	294973	257674	235408	298373	251864	295713	295170	266275	284112	250763	277106	296045	239647	266822	306498	232200	247603	298579	321185	303731	234706	240905	276824	302879	227148	281979	296758	280676	256688	216396	193319	238547	243601	369332	308056	222854	247509	229673	279791	200995	244713	377771	226744	189260	252920	196819	215923	316245	332358	227235	207695	275841	237288	270658	238347	228808	315742	218617	237995	204531	186120	304931	232447	161691	248684	304558	234396	201055	188040	249184	200166	191428	187957	277029	254487	301403	283307	213408	325980	341955	263352	218350	229285	244810	199872	334691	290830	256759	328891	267020	310640	231220	239718	233898	243642	258996	242385	336896	243227	126834	196296	223158	184774	Unclassified; Cellular Processes and Signaling; Signal transduction mechanisms
Small cell lung cancer	43	13	10	17	152	32	110	34	166	78	34	28	101	54	43	55	9	206	25	20	119	144	62	28	30	65	22	48	9	42	27	100	25	53	115	43	46	85	125	7	14	50	102	194	16	109	323	53	137	28	5	15	4	13	24	39	10	15	20	55	96	1	38	27	57	14	30	1	17	322	40	62	21	34	11	147	30	186	8	45	11	34	33	42	50	8	80	63	14	10	265	10	3	93	6	24	8	30	261	4	53	5	134	60	9	6	4	0	31	110	14	Human Diseases; Cancers; Small cell lung cancer
Sphingolipid metabolism	77653	92832	133636	103249	56932	52135	56896	91335	70722	75178	69129	83952	93512	86476	98342	77768	89356	64089	78779	89410	74293	77531	110478	64796	72004	87605	102859	96834	64187	58465	85352	91678	63474	78483	114664	87096	90817	62557	59972	81291	85297	87012	95563	71801	78734	75141	74257	69180	91432	166157	64287	50096	60871	67771	74914	85453	115692	98027	85806	83434	95949	85362	74979	61415	97322	59472	65741	61055	50269	106171	53132	45443	75823	87697	65409	58527	51108	66025	59373	51011	79630	75294	65916	119226	82637	89367	91636	141768	77063	63742	59246	74121	61545	156710	104484	70669	115831	85717	83770	74542	63772	66052	67339	80304	76643	49411	85371	41663	62808	84864	61702	Metabolism; Lipid Metabolism; Sphingolipid metabolism
Spliceosome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Genetic Information Processing; Transcription; Spliceosome
Sporulation	601614	741613	1008472	841805	368904	488632	506327	669092	645014	646892	593386	756008	323132	716466	711508	612956	701045	545251	705926	730998	417415	543636	697648	591202	616359	739584	803234	785458	547163	606434	690455	740878	540655	725688	536321	697367	591441	457983	462679	476091	541705	869505	751343	381260	628620	321025	328474	429731	283958	662385	541745	449516	518675	449105	465122	778522	787791	476727	451978	659960	285522	697174	589424	560835	798526	547853	538472	512267	474150	502845	569370	394609	597689	734960	601402	398174	470795	534176	481911	486654	401425	669867	613496	549038	716760	451187	832289	490442	630886	546894	458727	575352	475406	349655	720752	642479	806761	635899	635058	569638	596444	566344	585365	618615	518423	743329	598249	289092	506699	416696	425574	Unclassified; Cellular Processes and Signaling; Sporulation
Staphylococcus aureus infection	2129	2819	3151	2617	5071	1469	2989	3768	2673	2007	1945	2696	2789	4662	2797	4586	2314	5810	2312	2017	13975	3341	8571	1948	1697	3285	3398	1402	2404	1884	3193	4030	2597	1574	3479	1475	2087	5335	1486	1564	2304	1643	2575	7572	2309	14660	6300	3880	3188	3483	1415	1378	709	1713	1309	4073	5799	1470	1711	4883	1945	2363	2771	1726	2080	1705	2039	1074	1106	9576	1781	1157	3528	6107	1485	1483	1552	1954	2716	1198	1201	2125	4046	2302	2644	1122	2055	3807	2450	1381	1452	1240	2704	5149	1856	2338	3233	1212	2177	1760	2602	1378	2271	5099	1308	575	1716	793	866	1322	1110	Human Diseases; Infectious Diseases; Staphylococcus aureus infection
Starch and sucrose metabolism	510524	629357	865655	675257	374324	388198	422744	563459	552713	508192	473120	600390	370957	618304	614167	533513	601877	485371	554523	605968	558042	474777	645806	462100	497832	592735	668074	683767	463715	452374	570530	589593	436683	555812	545529	608991	543138	493890	388928	423809	501387	756314	615318	444342	548606	418892	442312	423226	354252	745457	477195	356991	538172	399447	449115	638439	687141	467449	420271	566275	361110	604120	526379	436919	655549	428182	444400	417911	366110	636629	439731	320425	506714	600530	475700	372708	363877	466227	392395	371423	396780	521685	507003	586037	565087	448311	653797	547530	510584	447602	406005	514486	415646	510737	701225	497732	721741	555256	559005	491625	471418	445790	482724	522705	429946	682297	550716	264772	445671	416475	387111	Metabolism; Carbohydrate Metabolism; Starch and sucrose metabolism
Steroid biosynthesis	2010	152	189	279	3225	416	2056	1750	3463	289	269	520	20905	1405	2600	912	314	2461	213	349	5303	8145	1218	261	166	567	459	382	829	192	767	1184	1940	293	11315	169	66	1597	203	8615	667	13	1348	7503	148	12031	17588	7157	21646	19239	50	1260	16	192	53	551	102	269	374	978	20137	176	518	783	747	306	3161	331	72	13221	877	551	263	1034	40	5561	136	5567	93	308	147	3303	443	13235	432	211	372	25860	1482	111	7179	153	32	33754	12	475	1229	4711	8698	435	602	1056	1250	523	7682	31	816	408	82	7391	138	Metabolism; Lipid Metabolism; Steroid biosynthesis
Steroid hormone biosynthesis	3247	576	183	777	2917	379	1126	1198	1804	374	396	643	31929	820	4454	914	857	2035	466	527	3261	10870	656	394	609	405	480	296	2416	265	1178	798	2621	437	17001	1398	984	1513	1253	14371	1846	1413	871	9073	1753	19158	19446	11366	32423	31653	759	2035	1103	768	878	503	538	858	1053	657	32871	1425	2084	1072	1534	331	5152	2082	175	17528	524	489	555	1586	257	7565	283	5967	205	366	579	5453	329	21280	430	631	367	42514	2168	1200	8383	832	630	55261	2307	777	2181	7627	9750	1757	434	1723	772	748	12918	485	2386	1297	997	13079	1176	Metabolism; Lipid Metabolism; Steroid hormone biosynthesis
"Stilbenoid, diarylheptanoid and gingerol biosynthesis"	180	86	177	37	2323	443	2053	1754	3478	278	272	380	2596	1400	107	1130	202	1944	225	288	5310	2410	1213	271	168	593	355	362	169	251	266	1152	585	312	1901	88	40	1613	46	78	44	40	1349	3103	311	925	8677	635	3230	616	50	146	26	136	89	540	114	104	105	982	876	200	437	318	80	309	325	669	76	4573	900	587	272	353	44	1514	156	2976	92	300	120	128	437	845	443	130	328	709	372	39	3417	25	81	1024	197	135	185	318	4131	537	622	98	1269	609	43	33	12	9	75	176	28	"Metabolism; Biosynthesis of Other Secondary Metabolites; Stilbenoid, diarylheptanoid and gingerol biosynthesis"
Streptomycin biosynthesis	135859	171595	240508	173788	101092	101363	115574	148696	153242	131609	120988	153423	137135	165225	165528	136710	165000	130986	143454	152205	159718	147283	163722	120434	130687	155270	172112	184746	143362	116746	151420	158183	116170	146931	162108	177932	144299	126913	122116	127155	137428	210480	162956	131994	154200	134135	159106	134172	136116	218118	138844	93034	140108	133718	143031	171795	181324	167205	147009	143567	127011	179371	148014	111122	170867	107740	119760	123468	95068	195966	116423	84695	130861	159566	124942	105763	93278	134272	100372	97970	138917	144695	136541	166537	148584	154360	171034	187535	137867	135557	125379	137758	128821	205837	193109	129092	185506	163820	168344	143772	125065	119499	123904	137871	124475	177326	159558	74501	133929	132337	110123	Metabolism; Biosynthesis of Other Secondary Metabolites; Streptomycin biosynthesis
Styrene degradation	9113	10851	15881	14480	8558	8161	7034	12030	10721	10052	9514	10935	19405	10583	10692	12211	8899	11619	10180	12747	10982	10989	20344	8195	8957	13332	11798	7411	6706	9097	8996	12929	8670	10348	19542	8220	13184	13658	6910	11806	13325	9031	13478	12339	9908	17731	17659	10057	19366	21007	7770	7401	7801	4591	4780	11118	15390	3325	3561	11652	17566	10664	8551	9759	10898	8875	10041	7367	6530	16381	7503	5611	7664	13209	8764	9223	7472	9850	8546	6853	3352	9634	9282	18395	10279	3424	13947	25220	9826	7565	9742	10059	6912	26199	15156	10563	10352	8685	13081	11327	7765	8420	8967	11355	12849	6840	9281	6228	4147	14376	7950	Metabolism; Xenobiotics Biodegradation and Metabolism; Styrene degradation
